2026-07-02 13:56:00 | INFO     | ETL | Started: main
2026-07-02 13:56:00 | INFO     | ETL | ================================================================================
2026-07-02 13:56:00 | INFO     | ETL | Tech Sales ETL Pipeline Started
2026-07-02 13:56:00 | INFO     | ETL | ================================================================================
2026-07-02 13:56:01 | INFO     | ETL | ============================================================
2026-07-02 13:56:01 | INFO     | ETL | Sales Analytics ETL Pipeline Started
2026-07-02 13:56:01 | INFO     | ETL | ============================================================
2026-07-02 13:56:01 | INFO     | ETL | STEP 1 - Extracting data...
2026-07-02 13:56:01 | INFO     | ETL | Started: extract_sales
2026-07-02 13:56:01 | INFO     | ETL | Extracting sales data from: C:\Users\SomayaAbdelhakim\OneDrive - Orion360\Data Analytics Task\Sales Task\Inputs\Sales.json
2026-07-02 13:56:04 | INFO     | ETL | Extracted 298246 sales records | columns: ['ProductKey', 'Product Name', 'Brand', 'Color', 'Subcategory', 'Category', 'CustomerKey', 'Customer Code', 'Name', 'Education', 'Occupation', 'Continent', 'City', 'State', 'CountryRegion', 'OrderDate', 'Quantity', 'Net Price']
2026-07-02 13:56:04 | INFO     | ETL | Finished: extract_sales (3.10 sec)
2026-07-02 13:56:04 | INFO     | ETL | Started: extract_forecast
2026-07-02 13:56:04 | INFO     | ETL | Extracting forecast data from: C:\Users\SomayaAbdelhakim\OneDrive - Orion360\Data Analytics Task\Sales Task\Inputs\forecast.json
2026-07-02 13:56:04 | INFO     | ETL | ✓ Extracted 33 forecast records | columns: ['CountryRegion', 'Brand', 'Forecast', 'Year']
2026-07-02 13:56:04 | INFO     | ETL |   Shape:      (33, 4)
2026-07-02 13:56:04 | INFO     | ETL |   Duplicates: 0
2026-07-02 13:56:04 | INFO     | ETL | Finished: extract_forecast (0.01 sec)
2026-07-02 13:56:04 | INFO     | ETL | STEP 2 - Validating raw data...
2026-07-02 13:56:04 | INFO     | ETL | Started: validate_sales
2026-07-02 13:56:04 | INFO     | ETL | Validating Sales dataset...
2026-07-02 13:56:04 | WARNING  | ETL | Sales contains 289378 duplicate rows.
2026-07-02 13:56:04 | INFO     | ETL | Sales validation completed.
2026-07-02 13:56:04 | INFO     | ETL | Finished: validate_sales (0.01 sec)
2026-07-02 13:56:04 | INFO     | ETL | Started: validate_forecast
2026-07-02 13:56:04 | INFO     | ETL | Validating Forecast dataset...
2026-07-02 13:56:04 | WARNING  | ETL | Forecast contains 22 duplicate rows.
2026-07-02 13:56:04 | INFO     | ETL | Forecast validation completed.
2026-07-02 13:56:04 | INFO     | ETL | Finished: validate_forecast (0.00 sec)
2026-07-02 13:56:04 | INFO     | ETL | STEP 3 - Transforming data...
2026-07-02 13:56:04 | INFO     | ETL | Started: transform_sales
2026-07-02 13:56:04 | INFO     | ETL | Transforming Sales data...
2026-07-02 13:56:07 | WARNING  | ETL | Removed 218008 duplicate rows.
2026-07-02 13:56:07 | INFO     | ETL |   Color extracted from Product Name: 70632 product(s) updated | 9606 product(s) have no color in name → set to 'N/A'.
2026-07-02 13:56:07 | INFO     | ETL | Sales transformation completed.
2026-07-02 13:56:07 | INFO     | ETL | Finished: transform_sales (3.16 sec)
2026-07-02 13:56:07 | INFO     | ETL | Started: transform_forecast
